i, 0, Q, 1, method, 1, obj, -176.197946869, running time, 0.701678991318, 
i, 1, Q, 2, method, 1, obj, -296.067413555, running time, 2.68805003166, 
i, 1, Q, 2, method, 2, obj, -299.246993984, running time, 1.78131890297, 
i, 1, Q, 2, method, relaxed, obj, -284.169049134, running time, 0.118439912796, 
i, 1, Q, 3, method, 1, obj, -294.82052451, running time, 9.88900399208, 
i, 1, Q, 3, method, 2, obj, -299.925721729, running time, 3.09091305733, 
i, 1, Q, 3, method, relaxed, obj, -284.169049134, running time, 0.125455141068, 
i, 1, Q, 4, method, 1, obj, -294.825129177, running time, 39.8285048008, 
i, 1, Q, 4, method, 2, obj, -298.446236653, running time, 6.06400895119, 
i, 1, Q, 4, method, relaxed, obj, -284.169049134, running time, 0.100092887878, 
i, 1, Q, 5, method, 1, obj, -294.742722456, running time, 50.8929698467, 
i, 1, Q, 5, method, 2, obj, -299.610896218, running time, 6.81910514832, 
i, 1, Q, 5, method, relaxed, obj, -284.169049134, running time, 0.114815950394, 
i, 1, Q, 6, method, 1, obj, -294.275883273, running time, 105.014420986, 
i, 1, Q, 6, method, 2, obj, -297.97878905, running time, 90.7963719368, 
i, 1, Q, 6, method, relaxed, obj, -284.169049134, running time, 0.125416994095, 
i, 1, Q, 7, method, 1, obj, -293.662920389, running time, 289.768490076, 
i, 1, Q, 7, method, 2, obj, -296.698304701, running time, 24.8463141918, 
i, 1, Q, 7, method, relaxed, obj, -284.169049134, running time, 0.128195047379, 
i, 1, Q, 8, method, 1, obj, -293.534872661, running time, 600.466766834, 
i, 1, Q, 8, method, 2, obj, -297.609153692, running time, 24.5032260418, 
i, 1, Q, 8, method, relaxed, obj, -284.169049134, running time, 0.104674100876, 
i, 1, Q, 9, method, 1, obj, -293.893298569, running time, 600.518745899, 
i, 1, Q, 9, method, 2, obj, -299.004854268, running time, 61.2219297886, 
i, 1, Q, 9, method, relaxed, obj, -284.169049134, running time, 0.123977899551, 
i, 1, Q, 10, method, 1, obj, -294.009751784, running time, 600.638955116, 
i, 1, Q, 10, method, 2, obj, -298.438712829, running time, 138.340364933, 
i, 1, Q, 10, method, relaxed, obj, -284.169049134, running time, 0.112222909927, 
i, 2, Q, 1, method, 1, obj, -298.901342754, running time, 1.01832413673, 
i, 2, Q, 1, method, 2, obj, -299.508734123, running time, 0.932758808136, 
i, 2, Q, 1, method, relaxed, obj, -263.73860751, running time, 0.122938871384, 
i, 2, Q, 2, method, 1, obj, -290.850422469, running time, 3.44381999969, 
i, 2, Q, 2, method, 2, obj, -290.476134037, running time, 2.29615283012, 
i, 2, Q, 2, method, relaxed, obj, -263.73860751, running time, 0.115571975708, 
i, 2, Q, 3, method, 1, obj, -288.805790093, running time, 12.1702461243, 
i, 2, Q, 3, method, 2, obj, -290.605996016, running time, 6.79935288429, 
i, 2, Q, 3, method, relaxed, obj, -263.73860751, running time, 0.0990719795227, 
i, 2, Q, 4, method, 1, obj, -290.606714897, running time, 22.4364628792, 
i, 2, Q, 4, method, 2, obj, -290.538640603, running time, 16.1224169731, 
i, 2, Q, 4, method, relaxed, obj, -263.73860751, running time, 0.110377073288, 
i, 2, Q, 5, method, 1, obj, -289.174277296, running time, 33.4823019505, 
i, 2, Q, 5, method, 2, obj, -289.193617339, running time, 17.2317969799, 
i, 2, Q, 5, method, relaxed, obj, -263.73860751, running time, 0.126908063889, 
i, 2, Q, 6, method, 1, obj, -289.137976653, running time, 220.237076044, 
i, 2, Q, 6, method, 2, obj, -289.69570455, running time, 24.6757259369, 
i, 2, Q, 6, method, relaxed, obj, -263.73860751, running time, 0.100734949112, 
i, 2, Q, 7, method, 1, obj, -289.111909541, running time, 103.219623804, 
i, 2, Q, 7, method, 2, obj, -290.788567565, running time, 51.3633649349, 
i, 2, Q, 7, method, relaxed, obj, -263.73860751, running time, 0.122700929642, 
i, 2, Q, 8, method, 1, obj, -287.994228046, running time, 287.219795942, 
i, 2, Q, 8, method, 2, obj, -290.460450333, running time, 58.1044619083, 
i, 2, Q, 8, method, relaxed, obj, -263.73860751, running time, 0.110476970673, 
i, 2, Q, 9, method, 1, obj, -287.569128855, running time, 193.833205938, 
i, 2, Q, 9, method, 2, obj, -290.492542748, running time, 87.8331911564, 
i, 2, Q, 9, method, relaxed, obj, -263.73860751, running time, 0.150848150253, 
i, 2, Q, 10, method, 1, obj, -288.184017677, running time, 600.533168077, 
i, 2, Q, 10, method, 2, obj, -289.210499032, running time, 165.25886488, 
i, 2, Q, 10, method, relaxed, obj, -263.73860751, running time, 0.113244056702, 
i, 3, Q, 1, method, 1, obj, -413.47449323, running time, 1.62022399902, 
i, 3, Q, 1, method, 2, obj, -466.2587123, running time, 0.876676082611, 
i, 3, Q, 1, method, relaxed, obj, -313.723089413, running time, 0.120384216309, 
i, 3, Q, 2, method, 1, obj, -389.92353703, running time, 9.87298989296, 
i, 3, Q, 2, method, 2, obj, -465.974993506, running time, 3.07295298576, 
i, 3, Q, 2, method, relaxed, obj, -313.723089413, running time, 0.11595582962, 
i, 3, Q, 3, method, 1, obj, -382.338102794, running time, 64.7719919682, 
i, 3, Q, 3, method, 2, obj, -460.770021, running time, 24.5242760181, 
i, 3, Q, 3, method, relaxed, obj, -313.723089413, running time, 0.122835159302, 
i, 3, Q, 4, method, 1, obj, -381.933311822, running time, 600.32167387, 
i, 3, Q, 4, method, 2, obj, -452.171405062, running time, 59.2975361347, 
i, 3, Q, 4, method, relaxed, obj, -313.723089413, running time, 0.142430067062, 
i, 3, Q, 5, method, 1, obj, -379.008048705, running time, 600.329438925, 
i, 3, Q, 5, method, 2, obj, -455.356764564, running time, 335.062507153, 
i, 3, Q, 5, method, relaxed, obj, -313.723089413, running time, 0.130006074905, 
i, 3, Q, 6, method, 1, obj, -380.014833247, running time, 600.387578964, 
i, 3, Q, 6, method, 2, obj, -445.935658549, running time, 601.741667986, 
i, 3, Q, 6, method, relaxed, obj, -313.723089413, running time, 0.131585836411, 
i, 3, Q, 7, method, 1, obj, -380.577090723, running time, 600.536654949, 
i, 3, Q, 7, method, 2, obj, -448.326728563, running time, 601.793101072, 
i, 3, Q, 7, method, relaxed, obj, -313.723089413, running time, 0.107003927231, 
i, 3, Q, 8, method, 1, obj, -383.379994958, running time, 600.437793016, 
i, 3, Q, 8, method, 2, obj, -447.016172648, running time, 602.391958952, 
i, 3, Q, 8, method, relaxed, obj, -313.723089413, running time, 0.119036912918, 
i, 3, Q, 9, method, 1, obj, -378.39797296, running time, 600.512354851, 
i, 3, Q, 9, method, 2, obj, -446.910037635, running time, 602.501269817, 
i, 3, Q, 9, method, relaxed, obj, -313.723089413, running time, 0.111369848251, 
i, 3, Q, 10, method, 1, obj, -379.467111445, running time, 600.823086023, 
i, 3, Q, 10, method, 2, obj, -445.662854107, running time, 602.877912045, 
i, 3, Q, 10, method, relaxed, obj, -313.723089413, running time, 0.133741140366, 
i, 4, Q, 1, method, 1, obj, -570.776741317, running time, 0.68363904953, 
i, 4, Q, 1, method, 2, obj, -1314.89212699, running time, 0.840865850449, 
i, 4, Q, 1, method, relaxed, obj, -477.128820697, running time, 0.0767250061035, 
i, 4, Q, 2, method, 1, obj, -570.776741317, running time, 2.19276380539, 
i, 4, Q, 2, method, 2, obj, -1321.32087042, running time, 1.23434615135, 
i, 4, Q, 2, method, relaxed, obj, -477.128820697, running time, 0.0808329582214, 
i, 4, Q, 3, method, 1, obj, -570.776741317, running time, 6.30488705635, 
i, 4, Q, 3, method, 2, obj, -1319.60838244, running time, 2.62753915787, 
i, 4, Q, 3, method, relaxed, obj, -477.128820697, running time, 0.0862982273102, 
i, 4, Q, 4, method, 1, obj, -570.776741317, running time, 9.43134784698, 
i, 4, Q, 4, method, 2, obj, -1314.89212699, running time, 3.20323896408, 
i, 4, Q, 4, method, relaxed, obj, -477.128820697, running time, 0.0795059204102, 
i, 4, Q, 5, method, 1, obj, -570.776741317, running time, 9.1632130146, 
i, 4, Q, 5, method, 2, obj, -1314.89212699, running time, 3.59172296524, 
i, 4, Q, 5, method, relaxed, obj, -477.128820697, running time, 0.111356019974, 
i, 4, Q, 6, method, 1, obj, -570.776741317, running time, 37.0049331188, 
i, 4, Q, 6, method, 2, obj, -1314.89212699, running time, 4.25231599808, 
i, 4, Q, 6, method, relaxed, obj, -477.128820697, running time, 0.0909531116486, 
i, 4, Q, 7, method, 1, obj, -570.776741317, running time, 235.765867949, 
i, 4, Q, 7, method, 2, obj, -1314.89212699, running time, 5.5968811512, 
i, 4, Q, 7, method, relaxed, obj, -477.128820697, running time, 0.0861871242523, 
i, 4, Q, 8, method, 1, obj, -570.776741317, running time, 22.6817331314, 
i, 4, Q, 8, method, 2, obj, -1314.89212699, running time, 6.66792798042, 
i, 4, Q, 8, method, relaxed, obj, -477.128820697, running time, 0.112040996552, 
i, 4, Q, 9, method, 1, obj, -570.776741317, running time, 59.833425045, 
i, 4, Q, 9, method, 2, obj, -1314.89212699, running time, 8.09495806694, 
i, 4, Q, 9, method, relaxed, obj, -477.128820697, running time, 0.08647108078, 
i, 4, Q, 10, method, 1, obj, -570.776741317, running time, 33.3992879391, 
i, 4, Q, 10, method, 2, obj, -1314.89212699, running time, 10.1144139767, 
i, 4, Q, 10, method, relaxed, obj, -477.128820697, running time, 0.0867359638214, 
i, 5, Q, 1, method, 1, obj, -173.542648698, running time, 0.542659044266, 
i, 5, Q, 1, method, 2, obj, -182.059946716, running time, 0.721852064133, 
i, 5, Q, 1, method, relaxed, obj, -131.109691833, running time, 0.093001127243, 
i, 5, Q, 2, method, 1, obj, -171.673432448, running time, 3.92125892639, 
i, 5, Q, 2, method, 2, obj, -180.593032841, running time, 2.02781701088, 
i, 5, Q, 2, method, relaxed, obj, -131.109691833, running time, 0.0887289047241, 
i, 5, Q, 3, method, 1, obj, -168.717377627, running time, 5.09951591492, 
i, 5, Q, 3, method, 2, obj, -178.143659812, running time, 4.95023202896, 
i, 5, Q, 3, method, relaxed, obj, -131.109691833, running time, 0.0789999961853, 
i, 5, Q, 4, method, 1, obj, -169.133084748, running time, 144.646366119, 
i, 5, Q, 4, method, 2, obj, -177.507130747, running time, 15.0905280113, 
i, 5, Q, 4, method, relaxed, obj, -131.109691833, running time, 0.087965965271, 
i, 5, Q, 5, method, 1, obj, -167.168425292, running time, 438.61015296, 
i, 5, Q, 5, method, 2, obj, -177.954457951, running time, 19.9547841549, 
i, 5, Q, 5, method, relaxed, obj, -131.109691833, running time, 0.089408159256, 
i, 5, Q, 6, method, 1, obj, -167.654023205, running time, 600.408492088, 
i, 5, Q, 6, method, 2, obj, -178.359926755, running time, 41.4972720146, 
i, 5, Q, 6, method, relaxed, obj, -131.109691833, running time, 0.0888919830322, 
i, 5, Q, 7, method, 1, obj, -168.082375936, running time, 600.421270847, 
i, 5, Q, 7, method, 2, obj, -177.702034074, running time, 147.901977062, 
i, 5, Q, 7, method, relaxed, obj, -131.109691833, running time, 0.0904059410095, 
i, 5, Q, 8, method, 1, obj, -167.086337467, running time, 600.45074296, 
i, 5, Q, 8, method, 2, obj, -178.358185203, running time, 259.572252035, 
i, 5, Q, 8, method, relaxed, obj, -131.109691833, running time, 0.0800070762634, 
i, 5, Q, 9, method, 1, obj, -168.228182243, running time, 600.502168894, 
i, 5, Q, 9, method, 2, obj, -177.702714018, running time, 313.585097075, 
i, 5, Q, 9, method, relaxed, obj, -131.109691833, running time, 0.0750291347504, 
i, 5, Q, 10, method, 1, obj, -165.923542933, running time, 600.475843906, 
i, 5, Q, 10, method, 2, obj, -177.576551247, running time, 602.443979025, 
i, 5, Q, 10, method, relaxed, obj, -131.109691833, running time, 0.0780439376831, 
i, 6, Q, 1, method, 1, obj, -280.858528531, running time, 0.614217996597, 
i, 6, Q, 1, method, 2, obj, -347.802708051, running time, 0.600338935852, 
i, 6, Q, 1, method, relaxed, obj, -208.177246247, running time, 0.112679958344, 
i, 6, Q, 2, method, 1, obj, -279.128290896, running time, 3.03842496872, 
i, 6, Q, 2, method, 2, obj, -340.313215536, running time, 1.26164698601, 
i, 6, Q, 2, method, relaxed, obj, -208.177246247, running time, 0.136444091797, 
i, 6, Q, 3, method, 1, obj, -272.713474956, running time, 9.62082695961, 
i, 6, Q, 3, method, 2, obj, -328.393516069, running time, 2.30762982368, 
i, 6, Q, 3, method, relaxed, obj, -208.177246247, running time, 0.10901093483, 
i, 6, Q, 4, method, 1, obj, -271.310948104, running time, 17.3044900894, 
i, 6, Q, 4, method, 2, obj, -326.015646166, running time, 3.23332095146, 
i, 6, Q, 4, method, relaxed, obj, -208.177246247, running time, 0.109018802643, 
i, 6, Q, 5, method, 1, obj, -271.366733099, running time, 37.6613218784, 
i, 6, Q, 5, method, 2, obj, -329.356605994, running time, 7.47330784798, 
i, 6, Q, 5, method, relaxed, obj, -208.177246247, running time, 0.111981868744, 
i, 6, Q, 6, method, 1, obj, -268.65309118, running time, 49.362664938, 
i, 6, Q, 6, method, 2, obj, -327.403682884, running time, 6.87648296356, 
i, 6, Q, 6, method, relaxed, obj, -208.177246247, running time, 0.112562894821, 
i, 6, Q, 7, method, 1, obj, -269.547980854, running time, 207.597323179, 
i, 6, Q, 7, method, 2, obj, -327.215431936, running time, 7.6826980114, 
i, 6, Q, 7, method, relaxed, obj, -208.177246247, running time, 0.113448143005, 
i, 6, Q, 8, method, 1, obj, -269.670426725, running time, 251.907785892, 
i, 6, Q, 8, method, 2, obj, -327.024431615, running time, 10.0840659142, 
i, 6, Q, 8, method, relaxed, obj, -208.177246247, running time, 0.113847970963, 
i, 6, Q, 9, method, 1, obj, -269.05369688, running time, 271.970573902, 
i, 6, Q, 9, method, 2, obj, -327.853909119, running time, 13.2716290951, 
i, 6, Q, 9, method, relaxed, obj, -208.177246247, running time, 0.124289989471, 
i, 6, Q, 10, method, 1, obj, -268.76125894, running time, 358.489556074, 
i, 6, Q, 10, method, 2, obj, -326.704219538, running time, 13.569092989, 
i, 6, Q, 10, method, relaxed, obj, -208.177246247, running time, 0.105321884155, 
i, 7, Q, 1, method, 1, obj, -689.074131081, running time, 1.53518486023, 
i, 7, Q, 1, method, 2, obj, -1289.0, running time, 0.977761983871, 
i, 7, Q, 1, method, relaxed, obj, -336.729639551, running time, 0.108066797256, 
i, 7, Q, 2, method, 1, obj, -668.917195275, running time, 47.8102619648, 
i, 7, Q, 2, method, 2, obj, -1289.0, running time, 1.64953017235, 
i, 7, Q, 2, method, relaxed, obj, -336.729639551, running time, 0.108639001846, 
i, 7, Q, 3, method, 1, obj, -616.603311349, running time, 133.736633062, 
i, 7, Q, 3, method, 2, obj, -1289.0, running time, 6.46622204781, 
i, 7, Q, 3, method, relaxed, obj, -336.729639551, running time, 0.111647844315, 
i, 7, Q, 4, method, 1, obj, -584.330820563, running time, 517.477549076, 
i, 7, Q, 4, method, 2, obj, -1289.0, running time, 8.62738490105, 
i, 7, Q, 4, method, relaxed, obj, -336.729639551, running time, 0.132991075516, 
i, 7, Q, 5, method, 1, obj, -585.333411044, running time, 600.331091881, 
i, 7, Q, 5, method, 2, obj, -1289.0, running time, 14.7123911381, 
i, 7, Q, 5, method, relaxed, obj, -336.729639551, running time, 0.116435050964, 
i, 7, Q, 6, method, 1, obj, -600.778789423, running time, 600.332653046, 
i, 7, Q, 6, method, 2, obj, -1289.0, running time, 16.8400027752, 
i, 7, Q, 6, method, relaxed, obj, -336.729639551, running time, 0.120292901993, 
i, 7, Q, 7, method, 1, obj, -590.680478752, running time, 600.353400946, 
i, 7, Q, 7, method, 2, obj, -1289.0, running time, 18.2717530727, 
i, 7, Q, 7, method, relaxed, obj, -336.729639551, running time, 0.109717130661, 
i, 7, Q, 8, method, 1, obj, -600.833157585, running time, 600.409862041, 
i, 7, Q, 8, method, 2, obj, -1289.0, running time, 25.8124861717, 
i, 7, Q, 8, method, relaxed, obj, -336.729639551, running time, 0.122928142548, 
i, 7, Q, 9, method, 1, obj, -580.835214943, running time, 600.431944132, 
i, 7, Q, 9, method, 2, obj, -1289.0, running time, 28.5252649784, 
i, 7, Q, 9, method, relaxed, obj, -336.729639551, running time, 0.123087882996, 
i, 7, Q, 10, method, 1, obj, -588.651209829, running time, 600.45549798, 
i, 7, Q, 10, method, 2, obj, -1289.0, running time, 37.0205919743, 
i, 7, Q, 10, method, relaxed, obj, -336.729639551, running time, 0.120730161667, 
i, 8, Q, 1, method, 1, obj, -227.687327595, running time, 1.00043010712, 
i, 8, Q, 1, method, 2, obj, -230.202448914, running time, 1.02297306061, 
i, 8, Q, 1, method, relaxed, obj, -160.725154554, running time, 0.112205982208, 
i, 8, Q, 2, method, 1, obj, -222.186680586, running time, 10.4542498589, 
i, 8, Q, 2, method, 2, obj, -221.503280179, running time, 7.29949617386, 
i, 8, Q, 2, method, relaxed, obj, -160.725154554, running time, 0.120192050934, 
i, 8, Q, 3, method, 1, obj, -215.196400435, running time, 31.5031960011, 
i, 8, Q, 3, method, 2, obj, -217.269375351, running time, 9.55019783974, 
i, 8, Q, 3, method, relaxed, obj, -160.725154554, running time, 0.125253915787, 
i, 8, Q, 4, method, 1, obj, -212.697554656, running time, 65.0263249874, 
i, 8, Q, 4, method, 2, obj, -215.731269039, running time, 22.0250899792, 
i, 8, Q, 4, method, relaxed, obj, -160.725154554, running time, 0.1090259552, 
i, 8, Q, 5, method, 1, obj, -214.678870921, running time, 600.297777891, 
i, 8, Q, 5, method, 2, obj, -218.475510283, running time, 601.416986942, 
i, 8, Q, 5, method, relaxed, obj, -160.725154554, running time, 0.115345001221, 
i, 8, Q, 6, method, 1, obj, -214.41340445, running time, 600.342674017, 
i, 8, Q, 6, method, 2, obj, -215.021593424, running time, 83.6205961704, 
i, 8, Q, 6, method, relaxed, obj, -160.725154554, running time, 0.122676134109, 
i, 8, Q, 7, method, 1, obj, -211.230853056, running time, 600.397781849, 
i, 8, Q, 7, method, 2, obj, -216.357343127, running time, 62.0965569019, 
i, 8, Q, 7, method, relaxed, obj, -160.725154554, running time, 0.111182928085, 
i, 8, Q, 8, method, 1, obj, -211.908502696, running time, 600.438097954, 
i, 8, Q, 8, method, 2, obj, -216.704205306, running time, 208.262552977, 
i, 8, Q, 8, method, relaxed, obj, -160.725154554, running time, 0.124268054962, 
i, 8, Q, 9, method, 1, obj, -213.025862912, running time, 600.420146942, 
i, 8, Q, 9, method, 2, obj, -216.99941264, running time, 178.025630951, 
i, 8, Q, 9, method, relaxed, obj, -160.725154554, running time, 0.110543012619, 
i, 8, Q, 10, method, 1, obj, -213.103898328, running time, 600.479615927, 
i, 8, Q, 10, method, 2, obj, -215.77331508, running time, 201.197731018, 
i, 8, Q, 10, method, relaxed, obj, -160.725154554, running time, 0.121044874191, 
i, 9, Q, 1, method, 1, obj, -746.297888261, running time, 1.11377000809, 
i, 9, Q, 1, method, 2, obj, -1332.18111121, running time, 0.668473958969, 
i, 9, Q, 1, method, relaxed, obj, -671.679436128, running time, 0.104293823242, 
i, 9, Q, 2, method, 1, obj, -711.258724587, running time, 3.75907802582, 
i, 9, Q, 2, method, 2, obj, -1289.41567393, running time, 1.95651102066, 
i, 9, Q, 2, method, relaxed, obj, -671.679436128, running time, 0.0875990390778, 
i, 9, Q, 3, method, 1, obj, -717.732487847, running time, 47.2702898979, 
i, 9, Q, 3, method, 2, obj, -1287.43844947, running time, 7.97223687172, 
i, 9, Q, 3, method, relaxed, obj, -671.679436128, running time, 0.0887339115143, 
i, 9, Q, 4, method, 1, obj, -711.839313101, running time, 10.3845100403, 
i, 9, Q, 4, method, 2, obj, -1286.57624924, running time, 10.4039289951, 
i, 9, Q, 4, method, relaxed, obj, -671.679436128, running time, 0.100645065308, 
i, 9, Q, 5, method, 1, obj, -713.949086704, running time, 69.0228338242, 
i, 9, Q, 5, method, 2, obj, -1283.32482923, running time, 19.6272799969, 
i, 9, Q, 5, method, relaxed, obj, -671.679436128, running time, 0.112798929214, 
i, 9, Q, 6, method, 1, obj, -711.097560805, running time, 47.7818961143, 
i, 9, Q, 6, method, 2, obj, -1282.39080329, running time, 14.316726923, 
i, 9, Q, 6, method, relaxed, obj, -671.679436128, running time, 0.107041835785, 
i, 9, Q, 7, method, 1, obj, -712.299971068, running time, 51.99457407, 
i, 9, Q, 7, method, 2, obj, -1282.18711998, running time, 22.2871410847, 
i, 9, Q, 7, method, relaxed, obj, -671.679436128, running time, 0.374629020691, 
i, 9, Q, 8, method, 1, obj, -710.29052707, running time, 23.9370849133, 
i, 9, Q, 8, method, 2, obj, -1284.83863584, running time, 28.487432003, 
i, 9, Q, 8, method, relaxed, obj, -671.679436128, running time, 0.0875301361084, 
i, 9, Q, 9, method, 1, obj, -711.286052507, running time, 73.7251758575, 
i, 9, Q, 9, method, 2, obj, -1284.03710183, running time, 36.9636831284, 
i, 9, Q, 9, method, relaxed, obj, -671.679436128, running time, 0.103426933289, 
i, 9, Q, 10, method, 1, obj, -710.423749458, running time, 42.9568619728, 
i, 9, Q, 10, method, 2, obj, -1281.5001148, running time, 34.9066841602, 
i, 9, Q, 10, method, relaxed, obj, -671.679436128, running time, 0.103867053986, 
